"source_path","dataset","vehicle_count","seed","controller","simulation_step","simulation_time_seconds","vehicle_id","route_id","final_decision"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","30","30","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","30","30","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","31","31","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","31","31","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","32","32","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","32","32","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","33","33","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","33","33","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","34","34","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","34","34","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","35","35","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","35","35","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","36","36","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","36","36","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","37","37","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","37","37","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","38","38","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","38","38","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","39","39","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","39","39","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","40","40","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","40","40","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","41","41","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","41","41","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","42","42","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","42","42","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","43","43","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","43","43","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","44","44","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","44","44","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","45","45","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","45","45","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","46","46","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","46","46","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","47","47","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","47","47","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","48","48","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","48","48","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","49","49","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","49","49","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","50","50","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","50","50","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","51","51","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","51","51","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","52","52","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE04_RAW_LLM_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","RawLLM","52","52","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","0","0","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","1","1","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","2","2","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","2","2","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","3","3","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","3","3","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","4","4","car0","N_S","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","4","4","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","4","4","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","5","5","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","5","5","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","5","5","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","6","6","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","6","6","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","6","6","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","6","6","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","7","7","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","7","7","car1","S_N","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","7","7","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","7","7","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","8","8","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","8","8","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","8","8","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","8","8","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","9","9","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","9","9","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","9","9","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","9","9","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","10","10","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","10","10","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","10","10","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","10","10","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","11","11","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","11","11","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","11","11","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","11","11","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","12","12","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","12","12","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","12","12","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","12","12","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","13","13","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","13","13","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","13","13","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","13","13","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","14","14","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","14","14","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","14","14","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","14","14","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","15","15","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","15","15","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","15","15","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","15","15","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","16","16","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","16","16","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","16","16","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","16","16","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","17","17","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","17","17","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","17","17","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","17","17","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","18","18","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","18","18","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","18","18","car2","E_W","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","18","18","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","19","19","car0","N_S","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","19","19","car1","S_N","WAIT"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","19","19","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","19","19","car3","W_E","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","20","20","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","20","20","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","20","20","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","20","20","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","21","21","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","21","21","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","21","21","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","21","21","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","22","22","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","22","22","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","22","22","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","22","22","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","23","23","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","23","23","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","23","23","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","23","23","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","24","24","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","24","24","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","24","24","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","24","24","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","25","25","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","25","25","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","25","25","car2","E_W","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","25","25","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","26","26","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","26","26","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","26","26","car3","W_E","FREE"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","27","27","car0","N_S","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","27","27","car1","S_N","PROCEED"
"results/formal_experiment/dissertation_formal_v2/runs/seed2_v4/FE05_HYBRID_v4_seed2_real/step_records.csv","dissertation_formal_v2","4","2","HybridLLM","27","27","car3","W_E","FREE"
